tagalog,english,cebuano
Gustong gusto nilang ihanda ang litsong baboy sa mga piging lalo na sa pista.,"They love to prepare fried pork at feasts, especially during festivals.",Gusto kaayo nila ihanda ang litsong baboy sa mga handaan labon nag piesta.
Pinakamasarap gawing pinapaitan ang kambing.,It is best to make the goat bitter.,Lami kaayo himuong pinapaitan ang kambing.
Ang tunay na pinapaitan ay mapait sa halip na maasim.,What is truly bitter is bitter rather than sour.,Ang tinuod na papaitan kay pait kaysa aslom.
Ang pait na ginagamit bilang sangkap sa tunay na pinapaitan ay hindi lamang ang apdo kundi ang pinigang nilalaman ng isaw ng hayup.,The bitter that is used as an ingredient in the true bittering is not only the bile but the squeezed contents of the animal's udder.,Ang pait na gigamot pang sagol sa tinuod na papaitan kay dili lang apdo kundili gipuga sad na laman sa hayop.
Ang tunay na pinakbet at walang kasamang bunga ng kalabasa.,The real pinakbet and without pumpkin fruit.,Ang tinuod na pinakbet kay wala'y sagol na bunga sa kalabasa.
Ang kaibhan ng dinengdeng sa inabraw ay malimit na karamiha'y mga dahon ng gulay ang nilulutong inabraw.,The difference between dinengdeng and inabraw is that mostly vegetable leaves are cooked inabraw.,Ang kalahian sa dinengdeng ug sa inabraw kay gamay ra ang sagol na dahon sa gulay sa inabraw.
"Ang tunay na pinakbet ay bagoong na isda ang inilalagay, hindi ang bagoong na alamang.","The real pinakbet is an anchovy fish that is placed, not the anchovy that is known.",Ang tinuod na pinakbet kay bagoong sa isda ang sagol ug dii bagoong sa alamang.
Nakalalaki ng tiyan ang maraming kinakaing kanin.,People who eat a lot of rice get a big stomach.,Makadako ug tiyan ang pagkaon ug daghan.
"Ang tunay na lalaki ay magaling kumain ng kanin, wala siyang pakialam kung lumaki man ang tiyan niya.","A real man is good at eating rice, he doesn't care if his belly gets bigger.","Ang tinuod na lalaking kay maayo mukaon ug kanon, wala siyay palabot kung mudako man ang iyahang tiyan."
Hindi kapanipaniwala ang mga napapanood sa pelikula at TV.,The movies and TV shows are incredible.,Dili dali katuohan ang mga makita nato sa mga salida ug TV.
"Nangangarap sila na kapag presidente na ang kanilang kandidato, mariwasa na ang buhay dahil magmumudmod daw ng ginto ang presidente.","They dream that when their candidate becomes president, life will be free because the president will gather gold.","Nagapangandoy sila na kung mahimo nag presidente ilang kandidato, muanyag na ag ilang kina buhi kay naga wadwad ug bulawan ilang presidente."
Hanggang pangako lamang ang isang kandidatong nanghihingi ng boto.,A candidate asking for votes is only a promise.,Hangtud saad lang ang mga kandidato nga gapangayo ug boto.
Anong oras ang byahe mo mamayang gabi?,What time is your flight tonight?,Unsay oras imong biyahe unyang gabii?
Anong bus ang sasakyan mong magbibyahe?,What bus will you travel on?,Unsa nga bus imong sakyan pagbiyahe?
Tumaas na ang pamasahe sa bus na papunta sa amin.,The fare on the bus going to us has increased.,Nitaas na ang pamasahe krn padulong sa amoa.
Naghubad si Mary sa harapan ni Tom.,Mary undressed in front of Tom.,Naghukas si Mary sa atubangan ni Tom.
Nakatulogan ni Tom ang pinapanood niyang pelikula.,Tom fell asleep watching the movie.,Nakatulog na si Tom sa iyang gitanaw na salida.
Tirhan mo ako!,Live with me!,Bilini ko!
Tumataba si Tom.,Tom is gaining weight.,Nitaba si Tom.
Pumapayat si Tom.,Tom is losing weight.,Namayat si Tom.
Malala ang karamdaman ni Tom.,Tom is seriously ill.,Lala na ang sakit ni Tom.
Hindi na magagamot ang sakit ni Tom.,Tom's illness is incurable.,Di na matambalan ang sakit ni Tom.
Halos isang taon nang nakaratay si Tom.,Tom had been bedridden for almost a year.,Hapit isa na ka tuig naghigda si Tom.
Tatawagan kita sa telepono kapag nakarating na ako sa aking patutunguhan.,I will call you on the phone when I reach my destination.,Tawagan ra tika sa telepeno pag naka abot nako sa akong adtuan.
Hindi na makayanang iligtas ng mga doktor sa ospital si Tom kaya iniuwi na ito.,The doctors at the hospital could no longer save Tom so he was taken home.,Di na matabang sa mga doktor sa balay-tambalan si Tom maong giuli nalang nila ni.
Kawawa ang mga inosenteng biktima ng mga teroristang nagbomba at namaril sa Paris.,Woe to the innocent victims of the terrorists who bombed and shot in Paris.,Luoy ang mga inosenteng biktima sa pagbomba ug pamaril sa mga terorista sa Paris
Masarap kung gayun ang luto niyang pinapaitan kasi kinatas na laman ng bituka ng kambing ang gamit niya.,"If that's the way he cooks, it's delicious because he uses squeezed goat's intestines.",Lami kung ang iyang giluto na papaitan kung pinuga na laman sa kambing iyang gigamit.
Libo libo na ang namatay dahil sa terorismo.,Thousands have died because of terrorism.,Kapin libo na ang namatay tungod sa terorismo.
Galisin ang ulo ni Tom nang siya ay bata pa.,Scratch Tom's head when he was young.,Daghay katol-katol ang ulo ni Tom atung bata pa siya.
Malakas ang hilik ni Tom pag tulog.,Tom snores loudly when he sleeps.,Kusog muhagok si Tom pag matulog.
Nahuli na nila ang isa sa mga teroristang nagbomba sa Paris.,They have caught one of the terrorists who bombed Paris.,Nadakpan na nila ang isa sa mga terosita nga nagbomba sa Paris.
Inihaw na isda ang inulam namin kaninang tanghali.,We had grilled fish this afternoon.,Giihaw na isda ang among giulam ganinang udto.
"Hindi lamang sa Paris may mga biktima ng terorismo, marami pa sa Lebanon, Kenya, at iba pang lugar.","Not only in Paris there are victims of terrorism, there are many more in Lebanon, Kenya, and other places.","Dili lang sa Paris ang naay mga biktima sa terorismo, apan apil sad ang Lebanon, Kenya, ug uban pang mga lugar"
Malaki ang titi ni Tom.,Tom has a big cock.,Dako ug bunal si Tom.
Magaling na makata si Tom.,Tom is a good poet.,Maayo nga magbabalak si Tom.
Parang sa siling labuyo ang titi ni Tom.,Tom's cock is like a snake.,Mura ra ug sili kadako ang bunal ni Tom.
Kay laki ng titi ni Tom.,The size of Tom's cock.,Kadako sa bunal ni Tom.
Nakapaglathala na si Tom ng aklat ng kaniyang mga tula.,Tom has published a book of his poems.,Nakabuhat na si Tom ug libro para sa iyang mga tula.
Hindi ako nakakaunawa ng Tagalog.,I don't understand Tagalog.,Dili ko makasabot ug Tagalog.
Hindi ginalaw ni Tom ang kaniyang pananghalian.,Tom didn't move his lunch.,Wala gitarog ni Tom ang iyang paniudto.
Ayaw maligo ni Tom kaya napakabaho at napakarusing na nito.,Tom doesn't want to take a bath so it's very smelly and intoxicating.,Dili gusto si Tom maligo maong hugaw ug nanamaho na siya.
Maraming nobya si Tom at ipinagyayabang niyang magaling siyang manligaw para lamang mapagtakpan niya ang tunay niyang katauhan bilang isang bisexual.,Tom has many girlfriends and brags about how good he is at courting just to hide his true identity as a bisexual.,Daghay nobya si Tom ug ginapang hambog niyang anad siya manguyan aron lang tabunan iyang tinuod na pagkatao.
Mga gulay lang ang inuulam niya.,He only serves vegetables.,Mga gulay ra iyang gina ulam.
Magaling mag-Ingles si Tom kapag nalalasing.,Tom speaks English well when he is drunk.,Hawod muistorya ug Inengles si Tom kung hubog.
Mahapdi ang puki ni Mary sa unang kantutan nila ni Tom.,Mary's pussy was sore during her first sex with Tom.,Nanghapdos ang bulak ni Mary sa unang pakighilawas niya kay Tom.
Habulin ng mga babae si Tom.,The girls chase after Tom.,Hitsuraan si Tom
Oo naman!,Of course!,Oo uy!
Wala ka bang pakialam?,don't you care,Wala ba kay palabot?
Sulatan mo si Tom.,Write to Tom.,Suwati si Tom.
May mga tanim ng saging sa tabi ng kastilyo.,There are banana plantations next to the castle.,Adunay mga tanom sa saging tapad sa kastilyo.
May mga tanim ng saging sa tapat ng mga bintana ng kastilyo.,There are banana plants opposite the windows of the castle.,Adunay mga tanom sa saging atbang sa bintana sa kastilyo.
May mga tanim ng saging sa tabi ng batis ng kastilyo.,There are banana plantations by the stream of the castle.,Adunay mga tanom sa saging kilid sa sapa sa kastilyo.
May mga tanim ng saging sa burol ng kastilyo.,There are banana plantations on the castle hill.,Adunay mga tanom sa saging sa bungtod sa kastilyo.
May mga tanim ng saging sa paligid ng kastilyo.,There are banana plantations around the castle.,Adunay mga tanom sa saging palibot sa kastilyo
May mga tanim ng saging sa tabi ng tarangkahan ng hardin ng kastilyo.,There are banana plants next to the gate of the castle garden.,Adunay mga tanom sa saging naa tapad sa ganghaan sa tamnanan sa kastilyo.
May mga tanim ng saging sa tarangkahan ng kastilyo.,There are banana plants at the castle gate.,Adunay mga tanom sa saging sa ganghaan sa kastilyo.
May mga tanim ng saging sa likod ng kastilyo.,There are banana plantations behind the castle.,Adunay mga tanom sa saging likod sa kastilyo.
May mga tanim ng saging sa tabi ng mga estatwa ng kastilyo.,There are banana plantations next to the castle statues.,Adunay mga tanom sa saging tapad sa mga estatwa sa kastilyo.
May mga tanim ng saging sa tabi ng ilog ng kastilyo.,There are banana plantations next to the river of the castle.,Adunay mga tanom na saging tapad sa sapa sa kastilyo.
May mga tanim ng saging sa harap ng kastilyo.,There are banana plantations in front of the castle.,Adunay mga tanom na saging atbang sa kastilyo.
May mga tanim ng gumamela sa tabi ng kastilyo.,There are gumamela plants next to the castle.,Adunay mga tanom na gumamela tapad sa kastilyo.
May mga tanim ng gumamela sa likod ng kastilyo.,There are gumamela plants behind the castle.,Adunay mga tanom na gumamela likod sa kastilyo.
May mga tanim ng gumamela sa burol ng kastilyo.,There are gumamela plants on the castle hill.,Adunay mga tanom na gumamela sa bungtod sa kastilyo.
May mga tanim ng gumamela sa tabi ng ilog ng kastilyo.,There are gumamela plantations next to the river of the castle.,Adunay mga tanom na gumamela sa sapa sa kastilyo.
May mga tanim ng gumamela sa tabi ng tarangkahan ng kastilyo.,There are gumamela plants next to the castle gate.,Adunay mga tanom na gumamela tapad sa ganghaan sa kastilyo.
May mga tanim ng gumamela sa hardin ng kastilyo.,There are gumamela plants in the castle garden.,Adunay mga tanom na gumamela sa tamnanan sa kastilyo.
May mga tanim ng gumamela sa tabi ng mga estatwa ng kastilyo.,There are gumamela plants next to the castle statues.,Adunay mga tanom na gumamela tapad sa mga estatwa sa kastilyo.
May mga tanim ng gumamela sa mga paligid ng kastilyo.,There are gumamela plants around the castle.,Adunay mga tanom na gumamela nakapalibot sa kastilyo.
May mga tanim ng gumamela sa tabi ng bakuran ng kastilyo.,There are gumamela plants next to the castle grounds.,Adunat mga tanom na gumamela tapad sa likod-balay sa kastilyo.
May mga tanim ng gumamela sa tabi ng halamang bakod ng kastilyo.,There are gumamela plants next to the castle hedge.,Adunay mga tanom na gumamela tapad sa mga tanom sa ganghaan.
May mga tanim ng gumamela sa tabi ng batis ng kastilyo.,There are gumamela plants next to the castle stream.,Adunay mga tanom na gumamela tapad sa sapa sa kastilyo.
May mga tanim ng gumamela sa tabi ng bambang ng kastilyo.,There are gumamela plants next to the castle ramparts.,Adunay mga tanom na gumamela tapad sa kanal sa kastilyo.
May mga tanim ng gumamela sa tabi ng kanal ng kastilyo.,There are gumamela plants by the castle moat.,Adunay mga tanom na gumamela tapad sa kanal sa kastilyo.
May mga tanim ng gumamela sa likod ng bakuran ng kastilyo.,There are gumamela plants in the back yard of the castle.,Adunay mga tanom na gumamela likod sa likod-balay sa kastilyo.
May mga tanim ng gumamela sa puwente ng tubig ng kastilyo.,There are gumamela plants in the castle's water fountain.,Adunay mga tanom na gumamela sa tulay sa kastilyo.
May mga tanim ng gratiles sa tabi ng puwente ng tubig ng kastilyo.,There are trellis plants next to the castle's water fountain.,Adunay mga tanom sa aratiles tapad sa tulay sa kastilyo.
May mga puno ng gratiles sa tabi ng bakuran ng kastilyo.,There are gratiles trees next to the castle grounds.,Adunay mga punoan sa aratiles tapad sa liko-balay sa kastilyo.
May mga puno ng gratiles sa tabi ng tarangkahan ng kastilyo.,There are gratiles trees by the castle gate.,Adunay mga punoan sa aratiles sa ganghaan sa kastilyo.
May mga puno ng gratiles sa tabi ng mga bintana ng kastilyo.,There are tree grates next to the windows of the castle.,Adunay mga punoan sa aratiles tapad sa bintana sa kastilyo.
May mga puno ng gratiles sa tabi ng batis ng kastilyo.,There are gratiles trees by the castle stream.,Adunay mga punoan sa aratiles tapad sa sapa sa kastilyo.
May mga puno ng gratiles sa paligid ng puwente ng tubig ng kastilyo.,There are gratiles trees around the castle's water fountain.,Adunay mga tanom sa aratiles nga nakapalibot sa tulay sa kastilyo.
May mga puno ng gratiles sa tabi ng tulay ng kastilyo.,There are trees of gratiles next to the bridge of the castle.,Adunay mga punoan sa aratiles tapad sa tulay.
May mga puno ng gratiles sa hardin ng kastilyo.,There are gratiles trees in the castle garden.,Adunay mga punoan sa aratiles sa tamnanan sa kastilyo.
May mga puno ng gratiles sa korte ng kastilyo.,There are trees of gratiles in the court of the castle.,Adunay mga punoan sa korte sa kastilyo.
Maraming paniki ang lumilipad sa tabi ng kastilyo.,Many bats fly by the castle.,Daghan mga paniki ang galupad tapad sa kastilyo.
Maraming paniki ang lumilipad sa gubat ng kastilyo.,Many bats fly in the forest of the castle.,Daghan mga paniki ang galupad sa lasang sa kastilyo.
Maraming paniki ang lumilipad sa hardin ng kastilyo.,There are many bats flying in the castle garden.,Daghan mga paniki ang galupad sa tamnanan sa kastilyo.
Maraming paniki ang lumilipad sa tarangkahan ng kastilyo.,Many bats fly over the castle gate.,Daghan mga paniki galupad sa ganghaan sa kastilyo.
Maraming paniki ang lumilipad sa bakuran ng kastilyo.,There are many bats flying in the castle grounds.,Daghan mga paniki galupad sa likod-balay sa kastilyo.
Maraming paniki ang lumilipad nang gabi.,Many bats fly at night.,Daghan mga paniki ga lupad basta gabii.
Maraming paniki ang lumilipad nang madaling umaga.,Many bats fly early in the morning.,Daghan mga paniki galupad basta sayo sa kabuntagon.
Maraming paniki ang lumilipad sa likod ng kastilyo.,There are many bats flying behind the castle.,Daghan mga paniki galupad sa likod sa kastilyo.
Maraming paniki ang lumilipad sa harap ng kastilyo.,Many bats fly in front of the castle.,Daghan mga paniki galupad atubangan sa kastilyo.
Maraming paniki ang lumilipad sa korte ng kastilyo.,Many bats fly in the castle court.,Daghan mga paniki galupad sa korte sa kastilyo.
Maraming paniki ang lumilipad sa burol ng kastilyo.,Many bats fly over the castle hill.,Daghan mga paniki galupad sa buntod sa kastilyo.
Maraming paniki ang lumilipad sa bundok ng kastilyo.,Many bats fly over the castle mountain.,Daghan mga paniki galupad sa bukid sa kastilyo.
Maraming paniki ang lumilipad nang takip-silim.,Many bats fly at dusk.,Daghan mga paniki galupad pag hapit na mugabii.
Maraming paniki ang lumilipad nang madaling-araw.,Many bats fly at dawn.,Daghan mga paniki galupad pag sayo sa buntag.
Maraming paniki ang lumilipad nang pagsikat ng araw.,Many bats fly at sunrise.,Daghan mga paniki galupad pag naa nay adlaw.
Maraming paniki ang lumilipad sa dalampasigan ng kastilyo.,Many bats fly on the beach of the castle.,Daghan mga paniki galupad sa kilid sa dagat sa kastilyo.
Maraming paniki ang lumilipad sa tabing-dagat ng kastilyo.,There are many bats flying over the beach of the castle.,Daghan mga paniki galupad sa kilid sa dagat sa kastilyo.
Maraming paniki ang lumilipad sa aplaya ng kastilyo.,There are many bats flying over the castle waterfront.,Daghan mga paniki galupad sa may baybayon sa kastilyo.
Maraming paniki ang lumilipad sa baybayin ng kastilyo.,There are many bats flying around the castle shore.,Daghan mga paniki galupad sa may baybay sa kastilyo.
Maraming kalapati ang lumilipad sa korte ng kastilyo.,Many pigeons fly in the castle court.,Daghan mga kalapti galupad sa korte sa kastilyo.
Maraming kalapati ang lumilipad sa tarangkahan ng kastilyo.,Many pigeons were flying at the castle gate.,Daghan mga kalapti galupad sa korte sa kastilyo.
Maraming kalapati ang lumilipad sa hardin ng kastilyo.,There are many pigeons flying in the castle garden.,Daghan mga kalapti galupad sa ganghaan sa kastilyo.
Maraming kalapati ang lumilipad sa gubat ng kastilyo.,Many pigeons fly in the forest of the castle.,Daghan mga kalapti galupad sa lasang sa kastilyo.
Maraming kalapati ang lumilipad sa burol ng kastilyo.,Many pigeons fly over the castle hill.,Daghan mga kalapati galupad sa bungtod sa kastilyo.
Maraming kalapati ang lumilipad sa bundok ng kastilyo.,Many pigeons fly over the castle mountain.,Daghan mga kalapati galupad sa bukid sa kastilyo.
Maraming kalapati ang lumilipad sa baybayin ng kastilyo.,Many pigeons fly on the shore of the castle.,Daghan mga kalapati galupad sa baybay sa kastilyo.
Maraming kalapati ang lumilipad sa tabing-dagat ng kastilyo.,Many pigeons fly on the beach of the castle.,Daghan mga kalapati galupad sa kilid sa dagat sa kastilyo.
Maraming kalapati ang lumilipad sa dalampasigan ng kastilyo.,Many pigeons fly on the beach of the castle.,Daghan mga kalapati galupad sa kilid sa dagat sa kastilyo.
Maraming kalapati ang lumilipad sa aplaya ng kastilyo.,Many pigeons fly on the castle waterfront.,Daghan mga kalapati galupad sa kilid sa dagat sa kastilyo.
Maraming gabyota ang lumilipad sa tabi ng kastilyo.,Many gabiotas fly by the castle.,Daghan mga kanaway galupad tapad sa kastilyo.
Maraming bako ang lumilipad sa tabi ng kastilyo.,A lot of bats fly by the castle.,Daghan mga bako na langgam ang galupad tapad sa kastilyo.
Maraming kanaway ang lumilipad sa tabi ng kastilyo.,Many ravens fly by the castle.,Daghan mga kannaway nga galupad sa may kastilyo.
Maraming bako ang lumilipad sa baybayin ng kastilyo.,A lot of sharks fly off the coast of the castle.,Daghan mga bako na langgam ang galupad sa baybay sa kastilyo.
Maraming bako ang lumilipad sa aplaya ng kastilyo.,A lot of junk is flying on the castle waterfront.,Daghan mga bako na langgam ang galupad sa baybayon sa kastilyo.
Maraming bako ang lumilipad sa dalampasigan ng kastilyo.,A lot of sharks fly on the beach of the castle.,Daghan mga bako na langgam ang galupad sa kilid sa dagat sa kastilyo.
Maraming bako ang lumilipad sa tabing-dagat ng kastilyo.,A lot of sharks are flying on the beach of the castle.,Daghan mga bako na langgam ang galupad sa kilid sa dagat sa kastilyo.
Maraming uwak ang lumilipad sa tabi ng kastilyo.,Many crows fly by the castle.,Daghan mga uwak galupad tapad sa kastilyo.
Maraming uwak ang lumilipad sa korte ng kastilyo.,Many crows fly in the castle court.,Daghan mga uwak galupad tsa koret sa kastilyo.
Maraming uwak ang lumilipad sa hardin ng kastilyo.,Many crows fly in the castle garden.,Daghan mga uwak galupad sa tamnanan sa kastilyo.
Maraming uwak ang lumilipad sa burol ng kastilyo.,Many crows fly over the castle hill.,Daghan mga uwak galupad sa bungtod sa kastilyo.
Maraming uwak ang lumilipad sa bundok ng kastilyo.,Many crows fly over the castle mountain.,Daghan mga uwak glupad sa bukid sa kastilyo.
Maraming loro ang lumilipad sa tabi ng kastilyo.,Many parrots fly by the castle.,Daghan mga loro galupad sa may kastilyo.
Maraming loro ang lumilipad sa gubat ng kastilyo.,Many parrots fly in the forest of the castle.,Daghan mga loro galupad sa lasang sa kastilyo.
Maraming loro ang lumilipad sa burol ng kastilyo.,Many parrots fly over the castle hill.,Daghan mga loro galupad sa bungtod sa kastilyo.
Maraming loro ang lumilipad sa bundok ng kastilyo.,There are many parrots flying over the castle mountain.,Daghan mga loro galupad sa bukid sa kastilyo.
Maraming loro ang lumilipad sa tarangkahan ng kastilyo.,Many parrots fly at the castle gate.,Daghan mga loro galupad sa ganghaan sa kastilyo.
Maraming loro ang lumilipad sa bakuran ng kastilyo.,Many parrots fly in the castle grounds.,Daghan mga loro galupad sa likod-balay sa kastilyo.
Maraming loro ang lumilipad sa halamang bakod ng kastilyo.,Many parrots fly over the castle hedge.,Daghan mga loro galupad sa ganghaan nga naay mga tanom sa kastilyo.
Maraming loro ang lumilipad sa hardin ng kastilyo.,Many parrots fly in the castle garden.,Daghan mga loro galupad sa tamnanan sa kastilyo.
Nagugutom ako.,I'm hungry,Ginagutom ko.
Namimili ng talong si Doria sa palengke.,Doria buys eggplant in the market.,Namalit ug talong si Doria sa palengke.
Namimili ng sigarilyas si Doria sa palengke.,Doria is shopping for cigarettes at the market.,Namalit ug sigarilyas si Doria sa palengke.
Namimili ng pipino si Doria sa palengke.,Doria is buying cucumbers at the market.,Namalit ug pipino si Doria sa palengke.
Namimili ng petsay si Doria sa palengke.,Doria is shopping for dates at the market.,Namalit ug petchay si Doria sa palengke.
Namimili ng malunggay si Doria sa palengke.,Doria buys horseradish at the market.,Namalit ug malunggay si Doria sa palengke.
Namimili ng letsugas si Doria sa palengke.,Doria is shopping for lettuce at the market.,Namalit ug letsugas si Doria sa palengke.
Namimili ng patani si Doria sa palengke.,Doria is shopping for patani at the market.,Namalit ug batawa si Doria sa palengke.
Namimili ng mustasa si Doria sa palengke.,Doria is shopping for mustard at the market.,Namalit ug mustasa si Doria sa palengke.
Namimili ng ampalaya si Doria sa palengke.,Doria is shopping for ampalaya at the market.,Namalit ug ampalaya si Doria sa palengke.
Namimili ng monggo si Doria sa palengke.,Doria is shopping for mongoose at the market.,Namalit ug monggos si Doria sa palengke.
Kinakain nang mabagal ng malaking tao ang maliit na niyog.,The big man slowly eats the small coconut.,Gina hinay ug kaon sa dakong tao ang gamay na niyog.
Kakainin nang mabagal ng taong malaki ang niyog na maliit.,A big person will eat a small coconut slowly.,Ginkaonon ug hinay sa dakong tao ang gamay na niyog.
Kinakain nang mabilis ng taong malaki ang niyog na maliit.,The big man quickly eats the small coconut.,Gina paspasan ug kaon sa dakong tao ug kaon ang gamay na niyog.
Kakainin nang mabilis ng taong malaki ang niyog na maliit.,The big person will quickly eat the small coconut.,Ginakaon ug paspas sa dakong tao ang gamay na niyog.
Kumakain ang lalaki ng malaking keyk na puting tsokolate.,The man is eating a large white chocolate cake.,Nagakaon ug dakong puti na tsokoleyt keyk ang lalake.
Kinain ng taong malaki ang niyog na maliit.,The big man ate the small coconut.,Gikaon sa dakong tao ang gamay na niyog.
Kumain ang taong malaki ng niyog na maliit.,The big man ate the small coconut.,Nikaon ang dakong tao ug niyog na gamay.
Kumakain nang mabagal ang taong malaki ng niyog na maliit.,The big man eats the small coconut slowly.,Nagahinay ug kaon ang dakong tao ug gamay na niyog.
Kakain nang mabagal ang taong malaki ng niyog na maliit.,The big man will eat the small coconut slowly.,Mukaon ug hinay ang dakong tao ug niyog.
Kumakain nang mabilis ang taong malaki ng niyog na maliit.,The big man eats the small coconut quickly.,Nagakaon ug pinaspas ang dakong tao ug niyog.
Kakain nang mabilis ang taong malaki ng niyog na maliit.,The big man will quickly eat the small coconut.,Gipaspasan ug kaon sa dakong tao ang niyog.
Binibigay ng hepe ang bulaklak sa tao.,The chief gives the flower to the man.,Ginahatag ni hepe ang mga bulak sa katawhan.
Binigay ng hepe ang regalo sa tao.,The chief gave the gift to the man.,Gihatag ni hepe ang regalo sa katawhan.
Kinakain ng lalaki ang malaking keyk na puting tsokolate.,The man is eating the big white chocolate cake.,Ginakaon sa lalaki ang dakong puti na tosokoleyt keyk.
Binibigay ng hepe ang kabibe sa tao.,The chief gives the conch to the man.,Gihatag ni hepe ang taklobo sa katawhan.
Kumakain ang mga lalaki ng malaking keyk na puting tsokolate.,The boys eat a large white chocolate cake.,Nagakaon ang mga lalaki ug dako nga puti na tsokoleyt keyk.
Pula ang bulaklak na maliit.,The small flower is red.,Pula ang mga bulak na gagmay.
Puti ang kabibeng maliit.,The small shell is white.,Puti ang taklobo na gamay.
Kumakain ang mga lalaki ng empanadang isda.,The men eat fish empanadas.,Nagakaon ang mga lalake ug empanadang isda.
Asul ang bulaklak na maliit.,The small flower is blue.,Pug'aw ang bulak na gamay.
Morado ang bulaklak na maliit.,The small flower is purple.,Ubi ang bulak na gamay.
Dilaw ang bulaklak na maliit.,The small flower is yellow.,Dalag ang bulak na gamay.
Itim ang bulaklak na maliit.,The small flower is black.,Itom ang bulak na gamay.
Berde ang bulaklak na maliit.,The small flower is green.,Lunhaw ang gamay na bulak.
Kulay-abo ang bulaklak na maliit.,The small flower is gray.,Abuhon ang gamay na bulak.
Puti ang bulaklak na maliit.,The small flower is white.,Puti ang gamay na bulak.
Kulay-dalandan ang bulaklak na maliit.,The small flower is orange.,Kahelon ang bulak na gamay.
Maitim ang bulaklak na maliit.,The small flower is dark.,Itomon ang bulak na gamay.
Maputla ang bulaklak na maliit.,The small flower is pale.,Putlaon ang bulak na gamay.
Kulay-ube ang bulaklak na maliit.,The small flower is purple.,Ubi'hon ang bulak na gamay.
Dilaw ang bulaklak na malaki.,The large flower is yellow.,Dalag ang bulak na dako.
Pula ang bulaklak na malaki.,The big flower is red.,Pula ang bulak na dako.
Puti ang bulaklak na malaki.,The flower is white and large.,Puti ang bulak na dako.
Narangha ang bulaklak na malaki.,The flower is large.,Kahelon ang bulak na gamay.
Kulay-abo ang bulaklak na malaki.,The large flower is gray.,Abuhon ang dako na bulak.
Asul ang bulaklak na malaki.,The big flower is blue.,Pug'aw ang bulak na dako.
Marami ang mga libro mo.,You have many books.,Daghan imong mga libro.
Malaki ang kapihan.,The party is big.,Dako ang kapihan.
Malungkot ang tao.,The man is sad.,Masulub-on nga tao.
Masaya ang tao.,The person is happy.,Malipayon nga tao.
Matangkad ang tao.,The man is tall.,Taas nga tao.
Pandak ang tao.,The man is short.,Pandak nga tao.
Naiyak ang tao.,The man cried.,Kahilakon nga tao.
Natawa ang tao.,The man laughed.,Nakatawa nga tao.
Nakangiti ang tao.,The man is smiling.,Nagpahiyom nga tao.
Tumawa!,Laugh!,Katawa!
Maliit ang kapihan.,The partner is small.,Gamay ang kapihan.
Maliliit ang mga kapihan.,The parties are small.,Gamay ang mga kapihanan.
Nagniyeniyebe sa bayan.,It is snowing in town.,Naga esno sa lungsod.
Umuulan sa bayan.,It's raining in town.,Nagaulan sa lungsod.
Magniyeniyebe sa bayan.,It's snowing in town.,Mag esno sa lungsod.
Uulan sa bayan.,It will rain in town.,Muulan sa lungsod.
Nagniyebe sa bayan.,It snowed in town.,Nag esno sa bayan.
Umulan sa bayan.,It rained in town.,Niulan sa lungsod.
Umuulan sa bayang malaki.,It's raining in the big city.,Nagaulan sa dakong lungsod.
Nagniyeniyebe sa bayang malaki.,It's snowing in the big city.,Naga esno sa dakong lungsod.
Umuulan sa bayang maliit.,It's raining in a small town.,Nagaulan sa gamay nga lungsod.
Nagniyeniyebe sa bayang maliit.,It's snowing in a small town.,Naga esno sa gamay na lungsod.
Kita ko ang malaking oso.,I see the big bear.,Nakita nako ang dakong oso.
Kita ko ang osong malaki.,I see the big bear.,Nakita nako ang oso nga dako.
Kita ko ang osong malaki ng gubat.,I saw the big bear of the forest.,Nakita nako ang dakong oso sa lasang.
Kita namin ang mga osong malalaki ng gubat.,We saw the big bears of the forest.,Nakita namo ang dakong oso sa lasang.
Kita natin ang mga osong malalaki ng gubat.,We see the big bears of the forest.,Nakita nato ang mga oso nga dagko sa lasang.
Kita namin ang mga malalaking oso ng gubat.,We saw the big bears of the forest.,Nakita namo ang mga dagkong oso sa lasang.
Kita natin ang mga malalaking oso ng gubat.,We see the big bears of the forest.,Nakita nato ang mga dagkong oso sa lasang.
May bulaklak sa bahay.,There are flowers in the house.,Naa'y bulak sa balay.
May mga bulaklak sa mga bahay.,There are flowers in the houses.,Naa'y mga bulak sa balay.
Kumain ang lalaki ng isda.,The man ate the fish.,Nikaon ang lalaki ug isda.
Maligayang Pandaigdigang Araw ng Kababaihan.,Happy International Women's Day.,Maayong Pangkalibutang Adlaw sa mga Kababaihan.
"Hindi lahat ng hindi mo naiintindihan ay ""bakla.""","Not everything you don't understand is ""gay.""","Dili tanan butang nga wala nimo nasabtan kay ""bayot""."
"Kailangan mo ng mas maraming salita dahil parati mong sinasabing ""bakla"" ang lahat.","You need more words because you keep calling everyone ""gay"".","Kailangan nimog daghan na istorya kay permi nimo gina ingnan ug ""bayot"" ang tanan."
Matapang ang lasa ng mga suka.,Vinegars have a strong taste.,Isog ang lasa sa mga suka.
Ako'y isang profesor ng wikang kastila.,I am a professor of spanish language.,Ako'y magtutudlo sa inistoryahang kastila.
