document,topic_id
please wash your hands.,-1
i won't let you leave.,-1
he traveled all over the world.,12
do you think i should go alone?,73
"i learned french, before going to europe.",34
it's not cheap to eat here.,-1
how was he yesterday,-1
i will accompany you to the airport.,-1
the road to the village is very bumpy.,-1
a piano is expensive.,25
"visit us, please.",0
they eat chocolate.,74
you are getting dressed.,-1
a king's daughter is a princess.,-1
green is beautiful on alice.,-1
the famous building taj mahal is in the country of india.,-1
we found him alive.,13
the violence lasted for two weeks.,-1
i said that.,0
put some water on the burn.,-1
the medicine is thick.,54
where do you want to go?,2
they checked the machine for defects.,9
his index finger is shorter than his ring finger.,-1
did you tell your parents?,43
he who desires too much gets nothing.,-1
defending one's country is a sin now?,-1
do i smell bad,-1
have you had lunch,3
have you met him?,61
is there a book on the table?,6
we have two daughters and two sons.,-1
someone stole my umbrella at the bakery.,-1
tom always watches tv.,72
i will miss you too.,52
"this is my blog, which will introduce me and reveal about my daily life.",-1
"i want tokwang mapo, and two bowls of rice.",3
how many bowls of rice did you eat?,3
you cannot use this faucet. it's broken.,-1
the shape of the cake is full.,74
i thought he was my brother.,76
how many barbers work in this barber shop?,-1
what song is he playing?,61
your success is the result of your hard work.,-1
i want you to speak french.,34
tom tells mary not to go there alone.,11
tom will be here tomorrow.,1
"after almost a month, i still remember the word.",52
get in the car.,5
i have to go home.,8
the money is brid's.,17
the house has three floors.,35
i don't care about the cost.,-1
her chest is big.,21
i speak french with my teachers.,34
can't you speak softly?,-1
i need a nurse now.,-1
he always walks to school.,-1
tom has only one leg.,1
smoking is a bad habit.,81
what is the most delicious fruit in japan?,20
you ruined everything.,42
what does he say in the letter?,61
i didn't sell anything today.,19
tom is a priest.,1
tom doesn't seem too tired.,1
you know where to find me when you need something.,65
don't cry.,57
he was blushing.,4
they are out of sugar.,-1
i want to know who will be with us.,-1
the monkey climbs a tall tree.,29
i have neither money nor friends.,19
i put some milk in my coffee.,24
they will kill you!,-1
how much did you pay for that?,-1
tom wants someone to love him.,1
"it's not cheap, is it?",-1
and why would i do that?,39
he was the only one who came to the party.,-1
"when you're a good kid, you get candy.",-1
tom built his own house.,1
the wet clothes stuck to my body.,-1
the room smelled of tobacco.,-1
"if that guitar wasn't so expensive, i'd buy it.",25
the sun lights up the world.,22
tom doesn't know why mary doesn't like him.,11
what is he after?,61
if this dog can look at me it's like he wants to eat me.,9
if only we had a garden!,-1
do you like the green or the blue?,-1
"whatever, it's the same.",0
can you speak mandarin?,14
ann has no sisters.,19
brush your teeth after eating.,-1
we all speak french.,34
tell him i'm fishing.,-1
i drive a car.,5
here are your keys.,-1
tom doesn't like dogs.,1
many guitars have six strings.,25
we are arabs.,-1
they worked like bees.,30
we will when we have time.,-1
unfortunately it rained.,50
the man was obviously wrong.,42
what he is doing is forbidden.,-1
how did tom know that?,1
i will look for a job in china.,14
he asked the professor several times.,12
i didn't listen to the news yesterday.,-1
is that your car,5
tom ate a crocodile.,1
the towel is so useless.,-1
give them to him.,-1
it is said that anne is getting married this june.,-1
your answer is correct.,0
do you want me to call the police?,62
"wherever he goes, he lies.",-1
do you understand what i'm telling you?,39
people love to talk.,-1
i wish you said the meeting would start at 2:30.,8
"when i woke up, i was in the car.",5
they don't understand me when i speak in french.,63
the girl broke the glass of the window.,30
i ask myself when the plane will arrive on time.,8
all you have to do is sweep the floor.,8
who is tom's sweetheart?,1
it's much cheaper if you take a bus to get there.,-1
don't know how much sugar that cookie has?,3
"in this store, we sell anything.",0
our professor paid for us all.,12
quiet!,7
do you see the star?,2
is honey thicker than skin lotion?,-1
i saw my aunt in europe.,71
barrichello drives very fast.,-1
"there are not enough benches inside the ""conference room"".",-1
are you going there,2
you can choose any of them.,0
when does the show start?,2
he will be back tomorrow or the day after.,-1
how do i become a robot? robots don't dream.,-1
love others as you love yourself!,-1
you need to go there immediately.,-1
it's not my fault.,58
will he swim tomorrow?,-1
yes.,0
do you have a spare room for tonight?,-1
we ate fried meat.,3
he will be back after an hour.,-1
the dove is a symbol of peace.,-1
tears are a child's weapon.,79
do you know him personally?,-1
do you really need a car?,5
i know tom is shy.,1
i'm not hungry.,3
do not bring any food into the laboratory.,-1
do not eat inside the laboratory.,-1
time erases many memories.,-1
that is as hard as a rock.,-1
he was angry with us.,4
"tom is here, but bill hasn't arrived yet.",1
why are you sad,31
that's a map.,-1
two bombs fell on the city.,-1
my father is in the hospital now.,38
how much is this radio?,18
they invited me to play cards.,-1
i love him,-1
"what do you mean, ""i don't want""?",-1
i have many friends.,44
my father and sister are carpenters.,38
never play on the road.,-1
i'm not tom's mother.,1
there will never be communism in my lifetime.,-1
in this place the battle took place.,-1
this is the place where the battle took place.,-1
the cat is black.,5
he is nervous about the result of his exam.,15
darkness is the absence of light.,-1
he has a dog.,45
tell me the truth,-1
that's the pen i lost yesterday.,32
do you want to rest?,2
i will come soon!,7
i took that exam in the meeting room.,15
the clouds are low.,22
land prices in japan are sky high.,17
flies will not disappear where there is honey.,57
it was planned to appear as an accident.,40
i am doing something.,0
it is not easy to learn physics.,-1
the majority of the police have lost their jobs.,62
we went to the lake to bathe.,33
you are free to say what's on your mind.,-1
cervesa bottles are made of foam.,-1
this is the road i walk every day.,8
two dogs fought over the bone.,45
do whatever he tells you to do.,-1
strong winds accompanied the rain.,50
the police found the person who killed him.,62
ken asked me to the bank.,-1
tom only drinks coffee.,1
he came out for america.,-1
do you think?,2
i need a massage.,-1
i want to love you forever!,-1
the bleeding does not stop.,-1
"which is bigger, the sun or the earth?",-1
are you sure you don't have enough money to buy that?,-1
beautiful scenery.,22
the sun was covered by a blanket of clouds.,22
he sleeps on an expensive mat.,23
i really believe in your ability.,0
you opened the wrong box.,-1
i was just here yesterday.,8
he left the room when i entered.,37
why don't you come in?,-1
i'm used to that now.,0
look at that mountain.,46
"i'll be back, said tom.",1
be creative.,0
i smell with my nose.,-1
the leaves started to turn red and yellow.,29
i am poor.,-1
who do you love?,2
you have to teach me what you know.,0
my father caught three fish yesterday.,-1
who wants to start?,2
would you like something to drink?,51
"no, thank you. i will drive.",-1
what ship do you see?,33
i thought my eyes tricked me.,79
this church is a very famous and very beautiful place.,-1
peter is my best friend.,1
i need to lie down.,-1
the dictionary is on the table.,-1
i am happy that the apple i am eating is green.,20
"i need to buy food, but i don't have enough money.",3
do i have to use the ink to write?,32
i ironed my clothes.,-1
why is the moon so big tonight?,16
tom is a little older than the other students in the class.,15
we go to the cinema on saturday and then to the restaurant.,-1
did you cough?,-1
"where i live, it snows in january.",46
climb,0
we haven't seen each other since 2009.,-1
was that long ago?,2
i have a big dog.,45
"he tried, and he did.",12
i think you are putting too much sugar.,-1
that's mine.,0
i don't know where yours is.,10
nothing happened.,19
he cannot be a poet.,9
he was thirsty.,51
the room will be painted tomorrow.,8
tom almost smiled.,1
he is the son of a rich man.,-1
he is the son of a rich family.,55
twice he was mistaken for a spaniard.,-1
"those clothes are similar, except for the color of the buttons.",-1
i saw him naked.,-1
tom is a reporter.,1
what will i say when he comes?,-1
do you have a big house?,35
the sun came out.,22
the room has two windows.,-1
i love my language!,80
this chair needs to be fixed.,41
do you eat meat or only pureed vegetables?,-1
i'll give you another chance.,-1
i don't know what to say.,10
"excuse me, can you please not put wasabi on the sushi?",-1
i'll take that.,0
that baby is tom.,1
but he didn't know that yet.,-1
he is coming closer.,13
everyone wants to be happy.,-1
"he ate beef, the woman answered.",3
i can't travel by plane.,-1
your children are in the garden.,68
sometimes he goes to work by car.,-1
peter and paul said they would also die like a martyr.,64
"like it or not, you have to do that.",-1
you are good and know how to speak tagalog.,-1
he got sick a few days ago.,4
he has a funny face.,13
his hands were empty.,-1
"who helped you? ""it's tom.""",1
we climbed up to the top.,0
you didn't lend it to him.,10
don't push.,57
he needs money.,-1
isn't he the one sitting on the bench?,65
he is working now.,-1
you live with your parents.,43
do you know each other,2
i'm fine.,-1
i prefer apples to oranges.,20
avocado is rich in vitamin e.,20
i have never smoked.,-1
what grade is your sister in?,-1
i don't believe it will rain tomorrow.,-1
we heard a gunshot.,-1
i need to eat.,3
he has only one goal in life: to have money.,-1
mary ran.,11
tom didn't go to work last monday.,1
does anyone here speak japanese?,14
i can't ask the professor about that.,-1
those students are inside the classroom.,15
please accept my grief!,7
"if i were a bird, i would fly towards you.",-1
i didn't do it because i didn't want to.,10
i want to know too.,0
you work too much.,59
the book is small.,6
give me the cup of coffee!,24
i hope i don't lose.,-1
i'm taking a shower in the bathroom.,-1
what would you do?,2
he lost his life in a car accident.,40
i lost my passport!,-1
do you eat rice in your country?,3
is this your house?,35
i love my city.,-1
"where are you from, karen?",2
my mother cried because of that.,-1
my roommate is very noisy.,-1
i haven't eaten lunch yet.,3
leave it there.,-1
did you really clean the garden?,-1
"whose socks are these? ""to my sister.""",-1
she is holding flowers in her hand.,27
english is easy to learn.,49
"we work in the morning, and sleep at night.",-1
i'm still alive.,-1
their noses will bleed.,-1
he left me waiting for a long time.,-1
no school in august.,19
every child has his own way of thinking.,-1
he kissed me on the forehead.,4
he wanted his wife to wake him up early.,-1
i'm looking for someone who can speak portuguese.,48
"the world began without people, and that is how it will end.",-1
many people are trying to buy a house.,35
i can't believe what he says.,-1
his wife will be here in a few minutes.,-1
i brush my teeth every morning.,-1
i will try to stop my smoking.,81
what is he hiding?,61
he can do what he wants?,-1
i talked to him.,13
what don't you have?,-1
his blood was boiling!,7
please wash the dishes.,-1
please remember to wake me up tomorrow at seven in the morning.,-1
we danced to the music.,25
tom is naked.,1
let's forget about that.,52
it took years to build that.,-1
it's like a bird if tom eats.,1
he went to paris to study art.,34
he doesn't catch a cold.,-1
the soup was very hot.,3
water splattered from the broken faucet.,-1
i thought you two were brothers.,-1
what will you have?,2
i'm in a hurry.,-1
"don't despair, all is not lost.",47
tom is very tall.,1
would you like to come here for an interview next week?,8
that's my professor.,-1
take the bone and throw it to the dog.,45
"david is sick, isn't he?",4
mary smells the flowers.,11
why do we move?,39
try not to get wet in the rain.,50
tom couldn't remember where he hid the documents.,1
i want to see you before you leave.,0
"i will pick you up at 8 to go to the ""gym"".",-1
i watched television.,72
i don't like you,-1
will you dance with me?,2
i had lunch there at eleven because i was hungry.,3
this is the first time i have waited this long.,-1
don't worry about them.,57
is milk good?,-1
ten years is a really long time.,-1
you guys are lucky.,-1
we understand the importance of education.,15
a very strong earthquake hit mexico this fall.,-1
let's do what tom says.,1
"if i were you, i would follow him until the end of the world.",-1
thunder could be heard all night long.,-1
"i can't see your garden, but i can see mine.",-1
the child eats the meat.,-1
those are not fish.,-1
emily wants to learn greek.,-1
i forgot to put a stamp before i sent the letter.,52
we did everything for the good of our children.,-1
i will do what you want.,0
i felt someone crawl behind me.,-1
"please, take a good look at my son.",68
the light is on.,-1
tom was in the bathroom when mary arrived.,11
i have to hurry to class.,15
good morning,8
i am peter.,1
and you? what is your name,2
i hate my family.,-1
the dog looks sick.,31
have you been to nara?,2
does your sister study there?,-1
i want to know where that came from.,-1
i want to stay alone.,73
i haven't slept in three days.,-1
i don't give second chances.,-1
i don't know if he knows.,9
that hit close to home.,-1
don't stone the dog.,-1
the egg is the universal symbol of life and rebirth.,-1
i have something to show you.,-1
i am also 17 years old.,28
whose money is it?,-1
this candy costs eighty cents.,-1
i think that's what happened to tom.,1
he woke me up early.,-1
i can't agree with you on this.,-1
what happens if we press that button?,-1
milk makes us strong.,-1
the world is more dangerous than i thought.,-1
count from one to one hundred.,-1
"fill it in, please.",-1
i want tom to have a copy of my novel.,6
you jump.,0
i love your oldest sister very much.,-1
i have to get up early tomorrow; can you call me at six?,26
pavel will arrive after two o'clock.,8
i know you love me,-1
i don't know what happened to you.,10
he is mirrored.,13
"where there's smoke, there's fire.",-1
here is the boy.,68
he lives in a mansion.,35
i am a careful person.,-1
can we wait a little longer?,2
young men have their own bikes these days.,40
i thought you were inside your room.,-1
"mary wants to lose some fat, but tom doesn't think she needs to.",11
don't leave without getting anything.,47
i will go home with you.,8
did dad know you broke his watch?,-1
"one day, you will see me.",0
this is the school where he teaches.,15
everyone was looking at tom.,1
i will never betray you.,-1
a man was hit right in front of my house.,-1
i was alone and didn't know what to do.,73
there are some animals that are unique to su.,29
they are not interested in other languages.,63
you have to leave right now.,-1
a baby is sleeping in the crib.,23
don't say i said that.,-1
"he tried to solve the problem, but he had no luck.",4
teaching children is not easy.,15
we gave the books to the students.,15
i haven't seen maria in four months.,-1
he learns quickly.,-1
why does everyone hate me?,39
how long,78
i don't want to bet.,58
"do you have a brother, ana?",76
"in american movies, the negro always dies first.",-1
you need to study like your sister.,-1
tom plays chess better than me.,-1
a mountain does not need green.,-1
it all started the day i was born.,-1
i think i'm going crazy.,31
does he know how you feel?,-1
where do you live now?,2
who did you call on the phone?,26
want to do that now?,2
that's cheap.,-1
i want to see what's inside.,-1
give me half a kilo of apples.,20
do you want to dance?,2
i don't know what to do from now on.,10
the old man died this morning.,-1
i came to tokyo three years ago and have been living here ever since.,14
i'm sure tom would do the same.,1
that's why i didn't come yesterday.,-1
when did you learn to drive?,5
are there people who do not know a single word of english?,63
it was the first time i sweated so much.,-1
your sign.,0
he smokes a cigarette after lunch.,81
the accident caused many deaths.,40
we seem to have escaped the danger.,0
i will help tom.,1
this cheese is made from goat's milk.,-1
he didn't even have a pencil.,-1
do you see anything?,2
i didn't know you were that kind of person.,10
is it a sin if i'm gay?,-1
"it was saturday night, yes, sunday.",8
he is drunk.,51
i can't believe that.,-1
close your eyes until i tell you to open them.,30
i thought you hated tom.,1
i do my homework after school.,15
"alright, i'll leave you alone.",-1
he looks like a musician.,25
there is no dog bigger than this.,-1
the old man is in bed.,-1
the food smells delicious.,3
i will never leave you.,-1
the refrigerator is dirty.,-1
he did nothing wrong.,-1
tom is avoiding you.,1
you admit you were wrong.,42
he woke up alone.,-1
all children understand.,-1
they helped him get to canada.,-1
my birthday is in november.,66
he will be back after lunch.,-1
will it take you long to arrive?,2
open your heart.,-1
mr. legros can read the alphabet upside down.,-1
the students laughed.,15
that's not very important.,-1
my daughter likes egg yolks.,3
the cat is not mine.,5
they have a bush full of apples.,20
he has no time to play cards.,19
they stink.,-1
there is an apple on the table.,20
he was very happy to see her.,12
"he grew up near the sea, but he never wanted to swim.",-1
water and oil cannot be mixed.,10
you need new shoes.,-1
when are you coming back to the united states?,2
i don't need money now.,-1
tom and mary are at home today.,11
i wish i had followed the doctor's advice.,54
i'm missing can you help me,-1
there is still much to do.,59
we heard our dog barking all night.,-1
"good evening, my dear friend!",-1
he is lying.,-1
how long is the flight?,-1
the men went hunting.,-1
are you two okay?,2
give me the key.,-1
"a tomato is a vegetable, not a fruit.",20
c-47 lands.,69
what are you doing at linngo?,-1
he is cruel.,4
get him out of here.,-1
we are breathing clean air.,-1
his father died.,-1
i am from kyoto.,14
i don't want to live.,-1
what do you do when you can't?,47
tom lost his wife.,1
tom said he was thirty years old.,1
don't be late to class again.,15
tell me the story.,-1
this is a picture of the ship i was on.,33
don't give up!,-1
no one can teach a person - he can only learn on his own.,9
i want to see mr. kosugi.,-1
now you are safe.,-1
tom got a cab for me.,5
i want to have breakfast with you.,3
i am writing that on behalf of our friends who lost their lives.,-1
"while you are here, you are safe.",-1
"it was dark, so i went home.",8
he is angry with his wife.,-1
what does the girl want to know?,2
what does tom want to know?,1
when was the last time you took the kids to the beach?,33
i left my watch at home.,-1
mary and jane are cousins.,11
i don't believe him anymore.,-1
you cannot accompany the patient during the operation.,54
i'm really ashamed of myself for what i did.,31
what building is that?,-1
"have you ever taken your dog to this ""beach""?",45
where did he go?,61
everyone wants a reform in the education system.,15
which bed do you want to sleep in?,23
he agreed with my idea.,13
the girl is jumping.,-1
i went to the airport to say goodbye to a friend.,-1
i read a few books to my son every night.,6
plastic chairs are cheap.,41
write the alphabet in capital letters.,32
i want to go on vacation to poland.,-1
"if you want to go, go.",-1
this is not new.,-1
those are my books.,6
"i will never agree with you, no matter how reasonable your ideas are.",-1
"call me later, okay?",26
you are wasting your time.,-1
i have never seen such a bird before.,53
what do you want to know about my work?,-1
tom only knows that he is mary's father.,11
dad went fishing.,38
i know that i know nothing.,-1
tom can't dance.,1
tom and mary became best friends.,11
"tom knew the truth, but he didn't let others know that he knew.",-1
nobody likes that.,-1
don't believe too much.,-1
i think it's about time i show you how to do that the right way.,0
i will walk,0
i'm leaving,-1
my girlfriend is chinese.,14
i left a message for you all.,-1
how did tom die?,1
i can't speak or write french.,63
i will never hurt you.,-1
what time does the train leave for boston?,18
i have been studying for two hours.,-1
they hugged.,-1
he is drunk.,51
the weather is beautiful.,22
they became lovers.,-1
his strength.,13
tom and mary will have a child.,11
"i eat anything, except onions.",3
suddenly his face turned pale.,4
do you need our help?,2
none of the cars are mine.,19
my birthday is coming up.,66
can you tell me why you like him?,65
don't be shy.,70
i woke up at five o'clock.,-1
does mr. pedro live here?,61
i don't know where to wait for him.,-1
i am swimming in the ocean.,33
the problem is that you are still young.,-1
can i sit next to you,-1
it has happened before and it may happen again.,-1
you can sit here.,-1
take only one.,-1
this room doesn't get much sunlight.,-1
the whole world knows his name.,12
i will bring home a lot of food.,3
can i use the bathroom,-1
this watch is worth a lot.,-1
you can call me any time.,26
copy tom's address for mary.,11
i am fat.,-1
"when one doesn't want to, the two won't fight.",-1
i like the color red.,-1
jody seemed to see a ghost.,-1
you are my friend,44
you don't play with those toys anymore.,-1
maybe we should give those away.,0
who found a lost dog?,45
my father takes a bath before dinner.,38
i wash my hands because they are dirty.,-1
first i want you to tell me how you got there.,-1
"tell him the truth, that's all.",-1
i have lived here for many years.,-1
"goodbye, sayoko!",-1
"as far as i know, he is not married.",9
where can i find you,-1
the french president visited okinawa.,14
i have to brush my teeth.,-1
ken needs to run fast.,-1
lots of flowers in the garden?,27
you need to practice your violin every day.,8
"when you eat too much, you will gain weight.",3
there is no smoke without fire.,-1
this bike needs repair.,40
the cab took two passengers.,5
there is a fly on the ceiling.,30
these books are very old.,6
"why don't you like your food? ""too spicy.""",-1
my name is sally.,-1
i learned a lot from you.,0
my mother got married when she was 20 years old.,28
they are still young.,-1
tap water is dangerous.,-1
all countries have a national flag.,-1
i am free now.,-1
"tom doesn't feed his dog in the morning, only at night.",1
i can't find tom. has he left?,1
grace looked angry.,4
there are more women than men in this company.,21
i will tell my father.,38
aiding and abetting the enemy is considered treason.,69
you are a traitor.,-1
i stayed.,-1
where did he come from?,61
he is in church now.,-1
i had to work overtime yesterday.,8
it's time to go home.,8
i had to wake up early.,-1
i saw him jump.,13
out! i don't want to talk to you!,80
take care!,7
they swam.,33
france is close to germany.,-1
say it another way.,-1
i hope my memory is strong.,52
i am a musician.,25
tom will eat when he gets home.,1
tom is ashamed of what he did.,1
this is a hospital.,54
i sincerely thank you.,67
i won't leave the door open.,-1
he lives alone.,-1
i think you are wrong.,42
where does john live?,-1
the nurse is in white.,-1
everything has value.,-1
i can do it all by myself.,73
he listened to me while sitting on the chair.,13
they know who you are.,-1
i don't want to work.,58
what if we go to the cinema?,-1
my grandfather wakes up early.,-1
parking is prohibited here.,-1
you have no idea how tired i am of all these complaints.,9
we arrived in lisbon before sunrise.,-1
you don't know where he is.,9
mr. tanaka is one of our friends.,44
i want to believe that.,0
"please repeat, can you? it was so loud that i couldn't hear it.",-1
he threatened to take everything i had.,12
the lion eats meat.,-1
that band is coming to our city tomorrow.,-1
i grew up in that house.,35
i see dana and corina.,-1
it's expensive.,17
tom fed the neighbors' cat while they were away.,5
when will it end?,2
i don't know what that is.,10
no one could tell where he was.,9
"like me, you know we're going to die here.",64
this book must be returned to its rightful owner.,6
are you ready,2
i told you that wouldn't work.,10
when do you want to start?,2
i'm looking for one of my friends.,44
maybe he is wrong.,4
this lesson is timeless.,-1
i asked him a difficult question.,9
that cell phone is very expensive.,17
he told everyone at school.,13
tom doesn't drink coffee.,1
that is our neighbor.,-1
who has a toothache goes to the dentist.,-1
he has illegible handwriting.,9
i don't like chicken.,-1
i can't find my keys.,-1
can i touch your hair,-1
mercury is the closest planet to the sun.,16
do you know when they will arrive?,2
tom said he loved mary.,11
i am fat.,-1
i had just left the house when it started to rain.,50
it's frustrating not being able to say what you want to say.,-1
he believed in her.,-1
tom ate quickly.,1
do you want to leave or stay at home?,-1
"for me, whatever.",0
mary and tom looked at each other.,11
vacation is ideal for people who are bored all year round.,-1
"he said he could do it, but he didn't say how.",9
they wait on the balcony until the rain stops.,30
traveling is easy nowadays.,-1
people say the crisis is over.,0
don't let me down.,70
the girl in white is my girlfriend.,21
don't eat like a pig.,-1
they have their own culture.,-1
you didn't answer me.,10
leave me alone,-1
tom didn't know what to expect.,1
where is it?,2
everyone hesitated.,-1
the two brothers are both musicians.,25
he has no friends.,19
people want to feel that they are safe.,-1
i will never forget your kindness.,-1
what i want is to learn painting in paris.,34
it is not easy to speak a foreign language.,63
everyone was shocked when they found out that the slave girl was a real princess.,12
something embarrassing happened last week.,-1
i don't want you anymore.,-1
don't leave!,-1
the window is open.,30
the change is yours.,0
did you wash everything?,-1
why did this happen?,39
check it out!,7
lock the door!,7
"oh, my heart!",7
she is beautiful like a rose.,27
how is your family,43
don't forget to bring a camera.,36
i don't know if i will have time to do that.,9
"when you can, come with us.",0
my husband is lazy.,-1
rome is in italy.,77
"even though my friend is a ""vegetarian"", i didn't tell him that the soup had meat in it.",3
"he's smart, but even so i don't like him.",-1
where were you last night,-1
"when it snows, planes can't fly.",-1
he tells her that he is happy.,12
i will stay here as my boss said.,59
"please, don't watch television.",-1
i don't like chocolate.,74
"when he was at my house, he stood for a whole hour by the window.",-1
we have to hurry.,-1
are you interested in learning german?,-1
this is better.,-1
i paid him four dollars.,13
"hurry up! if you don't run, we'll be caught.",-1
i borrowed this book from him.,6
that's good news for me.,0
"hey, that's tricky.",0
he had a headache.,4
most women love shopping.,17
beat him with the broom!,7
"fire, he shouted.",-1
i can't tell you the truth.,-1
do you want to join me for lunch?,3
we did it.,0
use lemon juice instead of vinegar.,-1
mr. william didn't say much.,-1
a bear wrote the story.,82
are you a policeman,62
nope. why do you ask?,39
catch them before they catch us.,-1
maria always brought more food than she could eat.,11
the sun hides behind the clouds.,22
read this book!,7
i'm still a little hungry.,3
i made a decision.,0
the man left the city.,-1
they help each other.,12
we don't have school today.,19
you need to think carefully before settling down with him.,9
"and if i said ""no""?",10
i have lunch at that restaurant every day.,8
i can't tell you what tom told me.,1
such things cannot be true.,10
i'm thin,-1
i am thin.,-1
pretend you are sane. what will you do first?,0
will you come with us?,2
you won't like that game.,-1
i don't speak spanish.,63
do you know a mr. green?,-1
that box is almost full.,-1
i was born there.,-1
i really know that.,0
i will hunt.,0
who did you go with?,2
what does that have to do with me?,39
but something unexpected happened.,-1
music is a language that everyone understands.,25
he drinks a glass of water every morning.,-1
do i know you,2
they are yellow.,-1
it is a lion.,29
i didn't understand the meaning.,10
i will give my son a computer at the end of the month.,36
there is only a little sugar left in the jar.,3
did you think i was joking?,-1
health is everything to me.,-1
he hugged me tightly.,-1
many students did not come to school today.,15
news never tells the truth and the truth will never be news.,-1
does the house have a garage?,35
repeat one more time.,0
can you help me find my wallet?,17
you must see to believe.,0
soldiers are used to danger.,69
"excuse me, but where are the eggs?",3
i think so.,0
i saw a beautiful bird.,-1
i want to talk to your uncle.,-1
do you understand,39
good evening; sleep well,-1
and finally it's friday.,8
i ate a lot this morning.,3
chance of rain again.,50
he will be here shortly.,37
"if he doesn't go, i won't either.",9
you are too young to travel alone.,73
you have to come with me.,0
he will protect you.,-1
tom disagrees with mary.,11
who is hiding behind the curtains?,30
i was invited to his wedding.,-1
"ben, you wash the dishes.",-1
i am a friend of roberts.,-1
she looks exactly like her mother.,-1
she has two cats.,5
one is black and the other is white.,-1
"i have a hammer, and i'm not afraid to use it.",-1
we elected john to be captain.,-1
do you have breakfast at home,-1
that man ate bread.,3
i know you don't like me.,-1
do you care what other people think about you?,-1
i eat an apple.,20
"when he finds out the truth, he will tell us.",-1
"he shouted ""get away!""",-1
we can't be too sure.,10
tom cleaned his glasses.,1
ask trang if she's coming out tonight.,-1
you should be happy for tom.,1
the dictionary on the table is tom's.,1
the size of this building.,-1
i thought you left.,-1
everything happens for a reason.,-1
"in japan, almost every family has a washing machine.",-1
we agree.,0
the sky is cloudy and rainy.,22
i drank water because i was thirsty.,51
my grandfather was injured in the war.,4
our parents took care of us and now we take care of them.,43
my mother went shopping with my brother.,-1
what did you find?,-1
cats are very lively at night.,5
there are so many different people in europe.,71
tom accepts mary's offer to accompany him to dinner.,11
"sing anything, please.",0
who is the woman in the picture?,21
he intended to make a mistake.,4
the bread hardens.,3
he painted the beautiful scenery.,-1
this is mike. is hiroshi there?,-1
it rained heavily for about half an hour.,50
only obama knows that.,-1
tom needn't have worried.,1
nothing bad will happen.,-1
i caught all those butterflies.,-1
is there a reason for your question?,39
i saw everything i wanted to see.,-1
i'm getting married next sunday.,8
he tried to commit suicide.,4
we live in the world.,-1
we live on earth.,52
i heard children singing in unison.,-1
i have your papers.,32
he introduced me to him at the party.,-1
the child is fast asleep.,23
how many more do i need to count?,-1
my heart was beating fast.,-1
the sad and crying woman told her story.,-1
parents are responsible for their children's education.,43
we need to call the police.,62
forgive us for our sins.,-1
someone is looking for you on the phone.,26
i want everything to go back to normal.,-1
i want everything to be normal again.,-1
a cat came out from under the table.,41
how many times have i told you not to talk to tom?,1
i stopped.,-1
he didn't know what to say.,9
it's hot here.,0
the newspaper was yesterday.,-1
do you know where i live?,-1
i bought a watch.,-1
the monkey gets a banana with the stick.,29
"mary, this is david, joe's brother.",11
don't talk when your mouth is full.,47
lunch is on the table.,41
my grandfather told me that story.,82
tom is dreaming.,1
i don't have time now.,19
i want you to sing a song.,-1
i had my decaying tooth removed.,-1
my parents are very strict.,43
how was the weather yesterday?,8
my brother is still sleeping.,23
how was tom killed?,1
you can't say no.,10
he always complains about food.,4
why are you so tired,23
i can speak a little english.,49
i'm too old to walk now.,-1
nope. he doesn't want water!,-1
this doll is mine.,-1
he sat near her.,13
we are not wrong.,-1
we are not wrong.,-1
there is food in the fridge.,3
i'm looking for an old man.,-1
what kind of fish is this?,53
i was not satisfied with what you did.,10
mayuko went straight home.,-1
i accompanied him on the piano.,25
i live here.,0
i'll tell you before i forget.,-1
his mind was full of happy memories.,82
who threw a stone at my dog?,45
he was arrested by them.,12
i don't like people staring at me.,-1
i don't know much about germany.,-1
the birds flew south in search of a warm place.,-1
"so, i was right too!",-1
what time do you get up on weekdays?,-1
i won't leave you with tom.,1
he eats taho in a plastic cup.,-1
"in nature, things roll.",-1
maria and tomas live across the river.,11
there is less noise in the kitchen.,-1
the anito people live in the mountains.,46
dancers wear masks at the festival.,-1
where are the carriages in town?,-1
the guests play guitar.,25
how far is it from here to the next village?,78
look at that mountain covered in snow.,46
i'm hungry so i'll get something to eat.,3
maybe he was over sixty.,28
he promised me that he would come no later than five o'clock.,65
it's like a dream.,-1
did you lose weight,-1
this is the room where the author committed suicide.,6
that's fake.,-1
i need glasses to read.,6
she looks like a farmer's wife.,12
i'm not sure if this is correct.,9
how many books have you read?,6
a japanese would never do such a thing.,14
i can't eat meat.,3
my uncle has a house in italy.,77
prices will drop.,17
they started together.,-1
the monkey fell from the tree.,29
my parents love each other.,43
i saw a black cat crawling inside the house.,5
tom made many mistakes.,1
the discovery of electricity changed our history.,-1
don't lie to me.,58
one of the main products of this country is coffee.,24
i will change it.,0
i will buy a camera for my daughter.,36
what is the meaning of this word?,-1
two people say they heard a shot.,-1
are you happy with your weight?,-1
i recognized him at a glance.,12
did i sleep,23
don't step on the grass!,57
i will write a sentence in german.,-1
you are still young.,-1
mac knows how to use this computer.,36
"my teeth are too weak for apples, said the boy.",20
tom answered immediately.,1
i promised not to tell him.,9
he never takes cold medicine.,-1
i believe he is a good man.,-1
"a small cause, a big effect.",0
he teaches us the english language.,49
