tagalog,english,cebuano
"walang diyos, walang buddha.","no god, no buddha.","walay diyos, walay buddha."
inamin niyang hindi siya marunong mag-pranses.,he admits that he doesn't know french.,giangkon niya nga dili sya kabalo mag-pranses.
ginaya niya ang mga likha ni van gogh.,he imitated the works of van gogh.,gisundog niya ang mga gibuhat ni van gogh.
walang kahit isang mesang bakante sa restawran.,there was not a single empty table in the restaurant.,walay bisan usa ka lamesa nga bakante sa restawran.
isulat mo ang iyong apelyido sa ika-apat na linya.,write your last name on the fourth line.,isuwat nimo ang imong apelyido sa ika-upat nga linya.
noong isang araw kasama ko si carlos at isa niyang kaibigan.,the other day i was with carlos and one of his friends.,katong usa ka adlaw kauban nako si carlos ug iyang usa ka amigo.
walang mas mabubuti kaysa riyan.,there is nothing better than that.,wala nay mas maayo kaysa sa iya.
pinilit ng mga sundalo ang mga binata na lumahok sa hukbo.,the soldiers forced the young men to join the army.,gipugos sa mga sundalo ang mga ulitawo nga moapil sa ila.
pakiusap tandaang patayin ang ilaw bago matulog.,please remember to turn off the light before going to bed.,daan nga naandan nga patyon ang suga bag-o matulog.
binasa ko ang aklat hanggang sa pahina 80 kahapon.,i read the book up to page 80 yesterday.,gibasa nako ang libro hangtod sa peyj 80 gahapon.
gumawa ako ng isang manika para kay ann.,i made a doll for ann.,nagbuhat ko og usa ka manika para kay ann.
sinubukan kong magsulat gamit ang kaliwang kamay.,i tried to write with my left hand.,gitistingan nako ug sulat gamit akong tuo nga kamot.
ang kutsilyong ito ay ginagamit sa pagputol ng karne.,this knife is used to cut meat.,kani nga kutsilyo kay gigamit pangputol og karne.
nagkaroon ba ng sapat na pera?,was there enough money?,naa ba tama-tama nga kwarta?
pipiliin ko ang mamatay kaysa magnakaw.,i would rather die than steal.,pilion nako nga mamatay kaysa sa mangawat.
kailan iyon itinayo?,when was that built?,kanus-a to gibuhat?
ito ba ang susi na hinahanap mo?,is this the key you're looking for?,kani ba nga susi imong ginapangita?
mas mahal niya si tom kaysa ako.,she loves tom more than me.,mas gihigugma niya si tom kaysa sa akoa.
narinig ko iyon sa radyo.,i heard that on the radio.,nadunggan nako to sa radyo.
walang duda!,no doubt!,walay duda!
kami ay nag-aaral ng wikang arabo.,we are learning the arabic language.,nagatuon mi og panulti-ang arabo.
"sino ang may gusto, pwedeng kumuha.","who wants it, can take it.","kinsa ang naay gusto, pwede mukuha."
nagtataka ako kung may sakit talaga siya.,i wonder if he is really sick.,natingala ko kon naa ba gyud siyay sakit.
kumakain ng ubas ang aso ko.,my dog ​​eats grapes.,nagakaon og parras akoang iro.
tawagan mo ako kung nagiging mapanganib na.,call me if it gets dangerous.,tawagi ko kon delikado na.
hindi ko alam kailan siya pupunta rito.,i don't know when he will come here.,wa ko nahibalo kanus-a siya moanhi diri.
nasaan ang bahay mo?,where is your house,asa imong balay?
gustong lumabas ang aso ni tom.,tom's dog wants to go out.,gusto mogawas ang iro ni tom.
lahat kami pumasok sa kotse.,we all got into the car.,tanan mi nisulod sa sakyanan.
huwag kang pumasok sa kwarto ko nang hindi kumakatok!,don't come into my room without knocking!,ayaw og sulod sa kwarto nako nga walay panuktok!
hindi pa ako nakakita ng ganito noon.,i have never seen anything like this before.,wala pa ko nakakita og ing-ani sauna.
sa tingin ko kailangan kong pumasok nang mag-isa.,i think i have to go in alone.,sa panan-aw nako kinahanglan ko mosulod nga ako ra isa.
nagpanggap siya bilang siya.,he pretended to be her.,nagtakuban siya nga siya.
bakit ayaw mong sumama sa akin sa sinehan?,why don't you want to go to the cinema with me?,ngano di man ka mouban sa akoa sa sinehan?
kuba ako.,i'm a hunchback.,buktot ko.
matingkad na pula ang dugo.,the blood was bright red.,sinag nga pula ang dugo.
sa iyo ba ang librong ito?,is this book yours?,imoha ba ning libro?
simula bukas hindi na ako maninigarilyo.,starting tomorrow i won't smoke anymore.,sugod ugma di na ko manigarilyo.
kamayan mo ako.,hold my hand,kamayi ko.
huwag bumilad sa araw nang matagal.,do not expose to the sun for a long time.,ayaw og bilad sa adlaw nga dugay.
hindi ko alam anong pinagsasabi mo.,i don't know what you are talking about.,wa ka kabalo sa imong ginapangsulti.
may nakita siyang isang barko sa malayo.,he saw a ship in the distance.,naa siyay nakita nga usa ka barko sa lagyo.
sabihin mo sa lahat na uuwi na ako.,tell everyone i'm coming home.,igna ang tanan nga mouli nako.
imbestigahan natin.,let's investigate.,imbestigahan nato.
hindi pasko ngayon!,it's not christmas today!,dili pasko karon!
ang kabayong ito ay may malalaki at magagandang mata.,this horse has big and beautiful eyes.,kani nga kabayo kay mangkadagko ug mangkanindot ang mga mata.
"siyempre, may katwiran siya.","of course, he had a point.","siyempre, naa siyay rason."
ang lasang tsokolate ang paborito ko.,the chocolate flavor is my favorite.,ang lasa nga tsokolate akoang paborito.
sino ang nobyo mo?,who is your boyfriend,kinsa ang uyab nimo?
pinagawa niya sa amin ang trabaho.,he made us do the work.,gipabuhat niya sa amoa ang tarbaho.
may kaunting pera na ako ngayon.,i have a little money now.,naay gamay nga kwarta ko karon.
hindi pa niya binasa ang aklat.,he has not read the book.,wala pa niya gibasa ang libro.
mahirap magkatotoo ang ganyang klaseng plano.,such a plan is hard to come true.,lisud matinuod ang ingun ana nga klase nga plano.
hindi ako kumakain.,i don't eat.,dili ko nagakaon.
nag-aral ng ingles si yumi kagabi.,yumi studied english last night.,naga-estudyo og ingles si yumi gabii.
nagniningning ang mga bituin sa langit.,the stars are shining in the sky.,nagasiga ang mga bituon sa langit.
paano ka aasenso nang walang mabuting edukasyon?,how can you advance without a good education?,unsaon nimo pag-asenso og wala kay tarong nga edukasyon?
isa siyang sikat na mang-aawit.,he is a famous singer.,usa siya ka sikat nga tagakanta.
ilang taon ang anak mong lalaki?,how old is your son?,pilay edad sa imong anak nga laki.
nagsasayang ng maraming pagkain si tom.,tom wastes a lot of food.,nagakalas og daghan nga pagkaon si tom.
maghanap tayo ng ibang mapagtataguan.,let's find somewhere else to hide.,mangita ta og lahi nga kitaanan.
natumba nang mag-isa ang puno.,the tree fell by itself.,natumba og iya ra ang puno.
gusto ko ang lasa ng pakwan.,i like the taste of watermelon.,ganahan ko sa lami sa pakwan.
tumaba ako.,i gained weight.,nitambok ko.
nasa boston ako sa darating na linggo.,i'm in boston this coming week.,naa ko sa boston sa umaabot nga semana.
gusto mo ba na ilagay ko ito sa mesa?,do you want me to put it on the table?,gusto ba nimo nga ibutang nako ni sa lamesa?
ikinasal kami pagkatapos ng anim na buwan.,we got married six months later.,gikasal mi pagkahuman sa unom ka bulan.
sinara niya ang kanyang mga mata.,he closed his eyes.,gisarad-an niya ang iyang mga mata.
kainin mo ang sopas mo nang walang ingay.,eat your soup quietly.,kaona ang sopas nimo nga walay pagbanha.
"may araw, ngunit mainit.","there is sun, but hot.","naay adlaw, pero init."
akala ko sinabi ko sa iyo na huwag pumunta rito.,i thought i told you not to come here.,abi nako giingon nako sa imoha nga dili mag-anhi dinhi.
bumili ako ng isang pares ng botas.,i bought a pair of boots.,nipalit ko og usa ka pares sa botas.
nobyo ni mary si tom bago niya nakilala si john.,tom was mary's boyfriend before she met john.,uyab ni maria si tom bag-o pa niya nailhan si john.
pinunas ni tom ang mukha niya.,tom wiped his face.,gipahid ni tom iyang nawong.
humupa ang bagyo.,the storm subsided.,nihunong ang bagyo.
pumunta siya sa londres noong 1970.,he went to london in 1970.,niadto siya sa londres tong 1970.
dumating siya sa paaralan sa tamang oras.,he came to school on time.,niabot siya sa eskwelahan sa tama nga oras.
ano ang tawag sa ibon na iyan?,what is that bird called?,unsay tawag anang langgama?
ano ang mga pangunahing pangyayari kahapon?,what were the main events yesterday?,unsa ang una nga nahitabo kagahapon?
naghihintay ako ng magandang balita mula sa kanila.,i am waiting for good news from them.,nagahulat ko og nindot nga balita gikan sa ilaha.
"isinauli mo ang damit dahil maliit talaga, hindi ba?","you returned the dress because it was too small, didn't you?","gibalik nimo ang sinina kay gamay gyud, di ba?"
sampung taon na siyang patay.,he's been dead for ten years.,napo ka tuig na siya patay.
iyon lang ba?,is that all?,kato lang ba?
mapapagod ka.,you will be tired.,kapoyon ka.
mananalo si tom sa larong ito.,tom will win this game.,modaog si tom aning bisyoha.
may iilang panulat ako.,i have some pens.,naa koy maihap nga pangsulat.
galing sa tsina ang tsaa.,tea comes from china.,gikan sa tsina ang tsaa.
magkukuwento ako sa iyo tungkol sa kanya.,i will tell you a story about him.,ma-istorya ko sa imoha tungkol sa iyaha.
kasal siya sa isang dentista.,she is married to a dentist.,kasado siya sa usa ka dentista.
"gabi na talaga, kaya kailangan ko na matulog.","it's really late, so i have to go to sleep.","gabii na gyud, kinahanglan na nako matulog."
nahulog nang nahulog ang palaka.,the frog fell down.,nahog nga nahog ang palaka.
ano ang dapat kong gawin para makinig ka sa akin?,what do i have to do to get you to listen to me?,unsa dapat akong himuon para maminaw ka sa akoa?
huwag mong sabihin ang plano natin sa iba.,don't tell anyone else about our plan.,ayaw og iingon atong plano sa lain.
natapos mo na ba ang takdang-aralin mo?,have you finished your homework?,nahuman na ba nimo imong asaynment?
pero ano ang iyong gagawin kung hindi siya pupunta rito?,but what will you do if he doesn't come here?,pero unsa imong buhaton kon di ka mag-anhi diri?
madali lang sagutin iyon.,that's easy to answer.,dali ra to tubagon.
ano pa kaya ang pwede mong ibigay sa akin na wala pa ako?,what else can you give me that i don't already have?,unsa pa kaha ang pwede nimo ihatag sa akoa na wala pa ko?
alam niya ang kanyang sariling kasalanan.,he knows his own sin.,kabalo siya sa iyang mismo nga sala.
hindi namin sinasarhan ang aming mga pinto.,we don't close our doors.,di namo ginasarad-an ang among mga pultahan.
sabihin mo sa kanya kung saan siya dapat pumunta.,tell him where he should go.,ingna siya kon asa dapat siya mag-adto.
palaging tumatahol ang aso sa akin.,the dog always barks at me.,pirme mo-uma ang iro sa akoa.
kaya tumakbo ako sa restawran ng tatay ko.,so i ran to my father's restaurant.,maong nidagan ko sa restawran sa akong amahan.
nakita ko ang asong maruming pumasok sa bakuran.,i saw the dirty dog ​​enter the yard.,nakit-an nako ang iro nga hugaw nga nisulod sa tanmanan.
mas pipiliin ko ang katas ng pinya kaysa sa katas ng pomelo.,i prefer pineapple juice over pomelo juice.,mas pilion pa nako ang katas sa pinya kaysa sa katas sa pomelo.
wala akong bisikleta.,i don't have a bicycle.,wala koy bisekleta.
gusto mo ba ang san francisco?,do you like san francisco?,ganahan ka mag san francisco?
ayaw ko ng mga gusali.,i don't like buildings.,di ko gusto ug mga bilding.
pumupunta siya sa londres kada buwan.,he goes to london every month.,nagaadto siya og londres kada bulan.
walang nakatago ang hindi makikita.,nothing is hidden that cannot be seen.,walay nakatago nga di makit-an.
may higit sa pitong libong wika sa buong mundo.,there are more than seven thousand languages ​​in the world.,naay sobra pa ka-pito ka libo nga sinulti-an sa tibuok kalibutan.
tinanong niya ako kung may web cam ako.,he asked me if i had a web cam.,gipangutana ko niya kon naa koy web cam.
tinatanggap niya ang mga regalo.,he accepts the gifts.,ginadawat niya ang mga regalo.
wala siyang bahay na mapagtitirhan.,he has no house to live in.,wala siyay balay nga mapuy-an.
mahalaga ang iyong pagkakaibigan.,your friendship is important.,importante inyong panag-amigo.
nagturo siya ng mayayamang babaeng indiyana.,he tutored wealthy indian women.,nagtudlo siya og datu nga mga babaye nga indiyana.
tinulungan ninyo ako at gusto ko rin kayong tulungan.,you helped me and i want to help you too.,gitabangan ko ninyo ug gusto sad nako kamo tabangan.
kita sa mukha niya na nainis siya.,you can see in his face that he is annoyed.,kita sa iyang nawong nga nasuya siya.
ang trahediya ng digmaan ay hindi dapat kalimutan.,the tragedy of war must not be forgotten.,ang trahediya sa gubot dili dapat hikalimtan.
kagaya kita noon.,i was like you then.,parehas ka nako sauna.
hindi ako nakakasalita ng ibang wika.,i don't speak another language.,di ko nagastorya og lain nga sinulti-an.
hindi sanay si tom sa buhay sa lungsod.,tom is not used to city life.,di anad si tom sa kinabuhi sa lungsod.
kuntento ka ba sa kasalukuyan mong sweldo?,are you satisfied with your current salary?,kontento ba ka sa sweldo nimo karon?
gusto ko makita siyang naghuhubad.,i want to see him undress.,gusto nako makit-an siya nga nagahukas.
bigyan mo siya ng panahon.,give him time.,tagae siya og higayon.
hindi ko trabaho iyan.,that's not my job.,di nako na tarbaho.
wala akong pera.,i don't have any money.,wala koy kwarta.
"may umutot. ""hindi ako iyon!""","someone farted. ""that's not me!""","naay ni-utot. ""dili to ako!"""
bumalik siya galing tsina.,he came back from china.,nibalik siya gikan tsina.
tatanungin kita isa pang muli.,i will ask you one more question.,pangutanahon ta ka kaisa nalang.
ang daming itlog sa kahon.,there are many eggs in the box.,daghang itlog sa kahon.
ngayon ay mas matanda at marunong na siya.,now he is older and wiser.,karon kay mas tigulang ug mas kabalo na siya.
nahulog siya at nasaktan ang kanyang binti.,he fell and hurt his leg.,nahog siya ug nasamaran iyang batiis.
nagbabasa siya ng dyaryo kada umaga.,he reads the newspaper every morning.,nagabasa siya og dyaryo kada buntag.
may nakita akong dalawang lalaking naghahalikan sa pasilyo.,i saw two men kissing in the hallway.,naa koy nakit-an nga duha ka laki nga naghadok sa agi-anan.
kailangan kong alagaan ang mga bata ngayong gabi.,i have to take care of the kids tonight.,kinahanglan nako atindiron ang mga bata karong gabii.
lahat ng mga kuwento ay interesante.,all stories are interesting.,tanan og storya kay nindot.
nahulog at namatay ang ibon.,the bird fell and died.,nahog og namatay ang langgam.
hindi kita marinig.,i can't hear you.,di ta ka madunggan.
muntik ko na makalimutan.,i almost forgot.,hapit nako malimtan.
pinapatawa mo talaga ako.,you really make me laugh.,ginapakatawa gyud ko nimo.
inistorbo namin siya.,we disturbed him.,giistorbo namo siya.
nagbabasa ang lahat.,everyone reads.,nagabasa ang tanan.
gusto ko lamang matulog.,i just want to sleep.,gusto ra nako matulog.
hindi ko alam ang salitang iyan.,i don't know that word.,wa ko kabalo ana nga pangsulti.
sa atin lamang dalawa; nahulog ba ang loob mo para sa aking kapatid na babae?,just the two of us; do you have a crush on my sister?,sa atoa ra duha; nahog ba imong pagbati sa akong manghod nga baye?
pero ang sansinukob ay walang hanggan.,but the universe is eternal.,pero ang paghinigugmaay kay walay katapusan.
nagtatrabaho siya sa gabi.,he works at night.,nagatarbaho siya sa gabii.
ipapaliwanag ko ang lahat mamaya.,i will explain everything later.,iistorya na nako tanan unya.
ikaw ang siyang dapat magdesisyon sa kung anong dapat gawin.,you are the one who should decide what to do.,ikaw dapat magdesisyon sa kon unsa dapat buhaton.
natutulog pa siya.,he is still sleeping.,natog pa siya.
wala akong apat na kapatid na babae.,i don't have four sisters.,wala koy upat nga lumon nga baye.
hindi ka dapat maging sobrang mapili sa pagkain.,you should not be too picky about food.,di ka angay mahimong pilian sa pagkaon.
ang kanyang anak na babae ay isang nars.,his daughter is a nurse.,ang iyang anak nga baye kay usa ka nars.
pinayuhan ako ng doktor na huwag kumain nang sobrang marami.,the doctor advised me not to eat too much.,giingnan ko sa doktor nga dili mokaon og daghan kaayo.
ano ang sasabihin mo para kumbinsihin siyang bumili ng isa?,what would you say to convince him to buy one?,unsa ang imong iingon aron kombinsihon siya nga mopalit og isa?
hindi ko sinadya!,i didn't mean to!,wa nako tuyoa!
hindi mo palaging naiintindihan.,you don't always understand.,di nimo pirme masabtan.
"ang tren na aking sinakyan ay umalis sa kyoto nang alas seis, at dumating sa tokyo nang alas nwebe.","the train i took left kyoto at six o'clock, and arrived in tokyo at nine o'clock.","ang tren nga akong gisakyan kay nilakaw sa kyoto og alas- sais, ug niabot og tokyo og alas-nwebe."
napagod akong magbasa.,i'm tired of reading.,gikapoy ko og basa.
kumakain ka sa silid-aralan?,do you eat in the classroom?,nagakaon ka sa eskwelahan?
may siyam na mga planeta ang araw.,the sun has nine planets.,naay siyaw ka mga planeta ang adlaw.
ito ay almusal.,it's breakfast.,kani kay pamahaw.
masasarap ang kanilang mga keyk.,their cakes are delicious.,lami ang ilang mga keyk.
sa tingin mo may magandang panahon tayo bukas?,do you think we will have good weather tomorrow?,sa pagtuo ba nimo maayo ang panahon nato ugma?
nagbibiro ka!,you're joking!,nangatik ka!
natatakpan ng putik ang aso mula ulo hanggang paa.,the dog was covered in mud from head to toe.,natabunan sa lapok ang iro gikan ulo hangtod sa paa.
ang batang babae iyon na mahaba ang buhok ay si judy.,that girl with long hair is judy.,kato nga bata nga babaye nga tag-as og buhok kay si judy.
huwag mo ilagay iyan sa mesa ko.,don't put that on my desk.,ayaw na ibutang sa lamesa nako.
natanggap ko ang regalo para sa aking kaarawan.,i received the present for my birthday.,nadawat nako ang regalo para sa akong adlaw nga natawhan.
masama ang pakiramdam ko kapag gumigising ako sa umaga.,i feel bad when i wake up in the morning.,lain sa pamati nako pag bag-o kong mata sa buntag.
bigyan mo ako ng isang dahon ng papel.,give me a sheet of paper.,tagae ko og usa ka dahon nga papel.
bigyan mo ako ng kopya ng aklat na ito.,give me a copy of this book.,tagae ko og kopya ani nga libroha.
hindi tumawag si tom.,tom didn't call.,wala nitawag si tom.
binibigyan niya ang lahat na kanyang hinihingi.,he gives everything he asks for.,ginatagaan niya ang tanan niya nga ginapangayo.
"hindi ko binasa ang bagong nobelang ito, kahit ang kapatid kong babae ay hindi rin.","i haven't read this new novel, neither has my sister.","wala nako gibasa ning bag-o nga nobela, bisan akong lumon nga babaye wala sad."
ang sagot mo'y tama.,your answer is correct.,ang tubag nimo kay tama.
imposibleng malaman anong mangyayari sa hinaharap.,it is impossible to know what will happen in the future.,imposible nga mabal-an nimo ang mahitabo sa umaabot.
takot ako sa kamatayan.,i am afraid of death.,hadlok ko sa kamatayon.
huwag mong gawin ang isang bagay na iyong ikasisi.,don't do something you will regret.,ayaw og buhata ang usa ka butang nga imong pagbasulan.
siya si mei. nagluluto siya sa kusina.,she is mei. he is cooking in the kitchen.,siya si mei. nagaluto siya sa kusina.
maraming kolonya sa afrika ang pransiya noon.,france had many colonies in africa then.,daghang kolonya sa africa ang pransiya sauna.
ang lalaking iyon ay si raul.,that man is raul.,kato nga laki kay si raul.
nawala ako sa kagubatan.,i got lost in the forest.,nawala ko sa kalasangan.
ang batang lalaki na may isang aklat sa kamay ay pinsan ko.,the boy with a book in his hand is my cousin.,ang bata nga laki nga naay usa ka libro sa kamot kay katagsa nako.
hinabol ng aso ang pusa.,the dog chased the cat.,gigukod sa iro ang iring.
pinatawad ka nila.,they forgive you.,gipasaylo ka nila.
hindi ako masaya sa ginawa ko.,i'm not happy with what i did.,wa ko nalipay sa akong gibuhat.
narinig mo ba ang balita?,did you hear the news,nadunggan ba nimo ang balita?
dumating sila sa hotel pagkatapos ng takipsilim.,they arrived at the hotel after dusk.,niabot sila sa hotel pagkahuman sa kahaponan.
puno ang tren.,the train is full.,puno na ang tren.
marumi ang plato.,the plate is dirty.,hugaw ang plato.
ang mga magulang ay ninenerbiyos nang kaunti.,parents are a little nervous.,ang mga guinikanan kay gikulbaan gamay.
mataas na ang araw nang umalis ako sa kama.,the sun was high when i got out of bed.,hapit na udto nga nibakod ko sa higdaanan.
wala siyang mga kaibigan para payuhan siya.,he had no friends to advise him.,wala siyay mga amigo para tagaan siya og adbays.
may maraming magagandang babae sa shanghai kaysa sa tokyo.,there are more beautiful women in shanghai than in tokyo.,naay daghang gwapa nga mga babaye sa shanghai kaysa sa tokyo.
ito ay copacabana!,it's copacabana!,kani kay copacabana!
hindi ito matigas.,it's not tough.,di ni gahi.
ang ginagawa niya ay ilegal.,what he is doing is illegal.,ang gibuhat niya kay ilegal.
ano pang pwede ninyong gawin?,what else can you do?,unsa pa inyong pwede nga buhaton?
pwede ba kitang ihatid hanggang sa pintuan?,can i walk you to the door?,pwede ba ta ka ihatod hangtod sa pultahan?
"sumigaw siya sa kanya, pero hindi niya narinig.","he shouted at her, but she didn't hear him.","nishagit siya sa iyaha, pero wa siya nadunggan."
naghapunan siya ng isda.,he had fish for dinner.,nanihapon siya og isda.
"sa susunod, sabihin mo ang totoo.","next time, tell the truth.","sunod, iingon na ang tinuod."
niyaya ni tom si mary na lumabas.,tom asked mary out.,giagda ni tom si maria og gawas.
nawa'y magkatotoo ang aking panaginip.,may my dream come true.,unta matinuod akong damgo.
hindi ko matandaan saan ko iniwan ang kotse ko.,i don't remember where i left my car.,di nako mahinumdoman asa nako nabilin akong sakyanan.
pagod ako!,i'm tired!,gikapoy ko!
hindi kami dumating dahil umulan.,we didn't come because it rained.,wa mi niabot kay niulan.
maraming salamat sa tulong.,thank you very much for the help.,daghang salamat sa tabang.
madaling mapagod si tom.,tom gets tired easily.,dali kapoyon si tom.
wala akong oras para magbasa.,i don't have time to read.,wala koy oras aron magbasa.
bakit hindi ka tumawag bago pumunta rito?,why didn't you call before coming here?,ngano di ka motawag bag-o moanhi diri?
mapait ang lasa ng gamot.,the medicine tastes bitter.,pait ang lasa sa tambal.
itinaas ng lalaki ang kanyang kamay para magtanong.,the man raised his hand to ask.,gitaas sa laki ang iyang kamot aron mangutana.
mabait na bata si emi.,emi is a kind child.,buotan nga bata si emi.
hindi siya marunong magmaneho ng kotse.,he doesn't know how to drive a car.,wala siya kabalo mo-drayb og sakyanan.
tinitigan niya ang kanyang mga kuko.,he stared at his nails.,gitutokan niya iyang mga kuko.
sobrang bait mo sa akin.,you are very kind to me.,buotan kaayo ka sa akoa.
narinig kong napakayaman niya.,i heard he is very rich.,nadunggan nako nga datu kaayo siya.
"isang babae ay nagsulat ng 30 aklat tungkol sa kung paano maging masaya, at pagkatapos nagpakamatay.","a woman wrote 30 books about how to be happy, and then committed suicide.","usa ka babaye kay nagsuwat og 30 ka libro tungkol sa kon unsaon mahimong malipayon, ug human nagpakamatay."
sa tingin mo gusto ko itong gawin?,do you think i want to do it?,abi nimo ganahan ko nga himuon ni?
ano ang suot mo?,what are you wearing,unsa imong gisuot?
bakit ka bumili ng isang bulaklak?,why did you buy a flower?,ngano nipalit ka og usa ka bulak?
"ang diksyunaryong ito ay naglalaman ng hindi lalagpas sa 20,000 salita.","this dictionary contains no more than 20,000 words.","kani nga diksyunaryo kay naay sulod nga di molagpas og 20,000 ka storya."
kontra sa diborsyo ang simbahang katolika.,the catholic church is against divorce.,di uyon sa diborsyo ng simbahan nga katolika.
gusto kong mabuhay.,i want to live,gusto nako mabuhi.
kami ay ang lahat ng mga sabik na makita ang pelikula.,we are all eager to see the movie.,kami kay ang tanan nga eksayted nga makit-an ang salida.
may nararamdaman ka bang sakit sa ibang parte ng katawan?,do you feel pain in other parts of your body?,naa kay nabatian nga sakit sa lain nga parte sa imong lawas?
binilhan ko ang batang babae ng isang suweter.,i bought the girl a sweater.,gipalitan ko ang bata nga baye og usa ka suweter.
panaginip ba ito?,is this a dream?,damgo ba ni?
"sa natitirang mga salita sa listahan, lima ay pangngalan.","of the remaining words in the list, five are nouns.","sa mga nabilin nga gipanulat sa listahan, lima ang nawn."
huwag matulog nang nakasindi ang ilaw.,don't sleep with the light on.,ayaw og katulog nga naay sindi ang suga.
ang pangalan ko ay ludwig.,my name is ludwig.,akong ngalan kay ludwig.
napanaginipan niya ang kanyang bahay.,he dreamed of his house.,nadamgohan niya iyang balay.
ang pangarap ni tom ay makapunta sa isang unibersidad sa inglatera.,tom's dream is to go to a university in england.,ang pangandoy ni tom kay makaadto sa usa ka unibersidad sa inglatera.
bagay talaga sa iyo ang kurbatang iyan.,that tie really suits you.,angayan gyud ka anang kurbataha.
napakabata mo pa para magpakasal.,you are too young to get married.,bata pa kaayo ka para magpakasal.
subukan mong hanapin.,try to find.,tistinga og pangita.
iinumin ko ang kape.,i will drink the coffee.,imnon nako ang kape.
nasa tabi lang ang istasyon.,the station is just next door.,naa ra ko sa tapad sa istasyon.
ayaw ko ng mga nakakatakot na palabas.,i don't like horror shows.,di ko ganahan og salida nga kahadlokan.
hindi ako naniniwalang nagdudulot ng kamalasan ang mga pusang itim.,i don't believe black cats bring bad luck.,di ko mutuo nga naay dala nga kamalasan ang iring nga itom.
ano ang mapag-uusapan?,what can be discussed?,unsa ang pag-istoryahan?
walang mali sa iyong sanaysay.,there is nothing wrong with your essay.,walay mali sa inyong gisulat.
"normal lang iyan sa alemanya. ""talaga?""","that's normal in germany. ""really?""","normal ra na sa alemansya? ""tinuod?"""
hindi ko alam paano tulungan si tom.,i don't know how to help tom.,wa ko kabalo unsaon pagtabang kay tom.
okey na ako ngayon.,i'm okay now.,okey na ko karon.
maaaring sumabog iyan.,that might explode.,pwede na mubuto.
alam niyang siya ay nagkamali.,he knows he made a mistake.,kabalo siya nga na-mali siya.
hindi pwedeng pilitin ang sinuman.,no one can be forced.,di pwede lugson ang bisan si kinsa.
saan ka pupunta ngayong gabi?,where are you going tonight,asa ka moadto karong gabii?
may kaunting pera ako dito.,i have some money here.,naa koy gamay kwarta diri.
si tom ay isang muslim.,tom is a muslim.,si tom kay usa ka muslim.
tinawagan ko siya kaninang umaga.,i called him this morning.,gitawagan nako siya ganihang buntag.
pinatay ko ang konde.,i killed the count.,gipatay nako ang konde.
"hindi ko alam kailan, pero magaganap iyan balang araw.","i don't know when, but it will happen one day.","wa ko kabalo kanus-a, pero mahitabo na usa ka adlaw."
pupunta ako sa europa sa susunod na linggo.,i'm going to europe next week.,mag-adt ko sa europa sunod semana.
pumunta ako sa pinangyarihan ng krimen.,i went to the crime scene.,niadto ko sa nahitaboan sa krimen.
sila ay hindi patay.,they are not dead.,di pa siya patay.
may kompyuter ba sila?,do they have a computer?,naa ba silay kompyuter?
hilig ko ang pangongolekta ng mga lumang laruan.,i love collecting old toys.,hilig nako ang pagkolekta og mga daang dulaan.
walang maniniwala sa tsismis na iyan.,no one will believe that rumor.,walay mutuo anang tsismisa.
"dahil ikaw ay nagsisisi, patatawarin kita.","because you repent, i will forgive you.","kay tungod nga nagbasok ka, pasayloon ta ka."
hindi ko siya sinisisi dahil diyan.,i don't blame him for that.,wala nako siya gibasol tungod ana.
halos maiyak si tom.,tom almost cried.,halos makahilak si tom.
tawagan mo kami mamayang gabi.,call us tonight.,tawagi mi unyang gabii.
"uy, saan ka galing?","hey, where are you from?","oy, asa ka gikan?"
kinailangan ninyong alagaan si mary.,you had to take care of mary.,kinahanglan ninyo ampingan si maria.
mas gusto ko ang mainit na tsaa kaysa malamig.,i prefer hot tea to cold.,mas ganahan ko og init nga tsaa kaysa sa tugnaw.
hindi na ako pagod.,i'm not tired anymore.,wa ko gikapoy.
pinakain mo na ang aso?,have you fed the dog?,gipakaon na nimo ang iro?
gusto ko ang amoy ng bagong tinapay.,i love the smell of new bread.,ganahan ko og humot sa bag-o nga pan.
alam mo ang daan?,do you know the way?,kabalo ka sa agi-an?
bawal ito sa karamihan ng mga bansa.,it is illegal in most countries.,bawal kini sa kadaghanan nga nasud.
huwag mo akong tratuhin na parang isang baliw!,don't treat me like i'm crazy!,ayaw ko og tratuha nga mura og usa ka boang!
maganda si inang kalikasan.,mother nature is beautiful.,nindot si inang kalikasan.
may gusto ka bang sabihin sa akin?,do you want to tell me something?,naa kay gusto iingon sa akoa?
nakapasa siya sa eksamen.,he passed the exam.,nakapasar siya sa eksam.
umuulan kagabi.,it rained last night.,nag-ulan gabii.
"kapag may pera ako, babayaran ko ang utang ko, pero sa ngayon hindi ako makakabayad.","when i have money, i will pay my debt, but right now i can't.","kon naa koy kwarta, bayran nako akong utang, pero di sa ko kabayad karon."
magkano ang orasan na ito?,how much is this clock?,tagpila ning orasan?
gutom na gutom na gutom na ako.,i am very hungry.,gigutom na kaayo ko.
hindi na ako nene.,i'm not a mom anymore.,di na ko bata.
binuksan niya ang sobre.,he opened the envelope.,giablihan niya ang sobre.
hindi pa ako nakahanap ng trabaho hanggang ngayon.,i haven't found a job yet.,wa pa ko kakita og tarbaho hangtod karon.
